[Time=2018-04-14 03:22:11.871-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]core server thread 20 started
[Time=2018-04-14 03:22:12.052-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]using {ExactiveService, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Xcalibur\system\Exactive\bin\ExactiveService.exe"", Release"}; {ExactiveManager, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Windows\assembly\GAC_MSIL\ExactiveManager\2.8.1.2806__afdcd0a06562c881\ExactiveManager.dll"", Release"}; {ThermoFisher.Foundation.IO, Version=3.1.94.0, Culture=neutral, PublicKeyToken=7336a1ad73b8d604, "C:\Windows\Microsoft.Net\assembly\GAC_32\ThermoFisher.Foundation.IO\v4.0_3.1.94.0__7336a1ad73b8d604\ThermoFisher.Foundation.IO.dll"", "}; {Exactive, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Windows\assembly\GAC_MSIL\Exactive\2.8.1.2806__afdcd0a06562c881\Exactive.dll"", Release"}; {mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089, "C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorlib.dll"", "}
[Time=2018-04-14 03:22:07.697-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]IoNode for Q Exactive created
[Time=2018-04-14 03:22:07.743-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]communication thread 18 started
[Time=2018-04-14 18:57:21.389-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 19:12:21.386-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 19:27:21.383-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 19:42:21.379-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 19:57:21.376-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 20:12:21.373-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 20:27:21.370-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 20:42:21.367-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 20:57:21.364-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 21:12:21.361-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 21:27:21.358-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 21:42:21.355-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 21:57:21.352-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 22:12:21.349-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 22:27:21.345-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 22:42:21.342-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 22:57:21.339-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 23:12:21.336-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 23:27:21.333-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 23:42:21.330-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-14 23:57:21.326-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-14.log: done
[Time=2018-04-15 00:12:21.325-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 00:27:21.321-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 00:42:21.318-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 00:57:21.315-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 01:12:35.763-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 01:27:35.759-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 01:42:35.756-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 01:57:35.753-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 02:12:35.750-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 02:27:35.747-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 02:42:35.744-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 02:57:35.741-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 03:12:35.738-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 03:27:35.734-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 03:42:35.731-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 03:57:35.728-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 04:12:35.725-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 04:27:35.722-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 04:42:35.719-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 04:57:35.716-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 05:12:35.713-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 05:27:35.710-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 05:42:35.707-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 05:57:35.703-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 06:12:35.701-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 06:27:35.697-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 06:42:35.694-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 06:57:35.691-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 07:12:35.688-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 07:27:35.685-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 07:42:35.682-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 07:57:35.679-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 08:12:35.675-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 08:27:35.673-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 08:42:35.669-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 08:57:35.667-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 09:12:35.663-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 09:27:35.660-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 09:42:35.657-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 09:57:35.654-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 10:12:35.651-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 10:27:35.647-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 10:42:35.645-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 10:57:35.641-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 11:12:35.638-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 11:27:35.635-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 11:42:35.632-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 11:57:35.629-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 12:12:35.626-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 12:27:35.623-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 12:42:35.620-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 12:57:35.617-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 13:12:35.614-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 13:27:35.611-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 13:42:35.595-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 13:57:35.592-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 14:12:35.589-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 14:27:35.586-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 14:42:35.582-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 14:57:35.580-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 15:12:35.576-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 15:27:35.573-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 15:42:35.570-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 15:57:35.567-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
[Time=2018-04-15 16:12:35.564-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:57565)][Type=logging]Writing ..\log\InstrumentTemperature--2018-04-15.log: done
